0.808604545,1.144181341,-0.335576796,,0.351907156,,0.351907156
0.804079127,0.969358421,-0.165279294,,,,
0.820146349,1.203700018,-0.383553669,,,,
0.768704356,0.899647426,-0.13094307,,,,
0.495931255,0.873827861,-0.377896606,,,,
0.781698622,0.681544977,0.100153645,,,,
0.624641713,0.627871283,-0.003229569,,,,
0.748226885,0.551115629,0.197111256,,,,
0.814954303,0.524561797,0.290392506,,,,
0.741180567,0.749586932,-0.008406365,,,,
0.405861542,0.647865174,-0.242003632,,,,
1.886000037,0.382877006,1.503123031,,,,
1.996963843,1.904621256,0.092342587,,,,
1.468048,2.063481263,-0.595433263,,,,
1.525036415,1.443827123,0.081209292,,,,
1.802060649,1.516023269,0.28603738,,,,
1.412600028,1.769815009,-0.357214981,,,,
1.158186412,1.363348066,-0.205161654,,,,
1.306547158,1.223675525,0.082871633,,,,
0.908696971,1.336200405,-0.427503434,,,,
0.899683825,0.923448854,-0.02376503,,,,
1.210505752,0.976072892,0.234432861,,,,
1.119070689,1.162888048,-0.043817359,,,,
1.064312495,1.203647303,-0.139334808,,,,
1.233519402,1.098367381,0.135152021,,,,
1.010476542,1.256108877,-0.245632335,,,,
1.133145019,1.021165205,0.111979815,,,,
0.985467157,1.174596798,-0.189129641,,,,
1.019022577,1.080644941,-0.061622364,,,,
1.004299999,1.054584258,-0.050284259,,,,
0.936999977,1.017068429,-0.080068452,,,,
0.984265049,0.823179528,0.161085521,,,,
0.913099226,0.835053896,0.07804533,,,,
0.901124987,0.74639022,0.154734767,,,,
0.874512817,0.82885504,0.045657777,,,,
0.887281247,0.705669875,0.181611371,,,,
0.449000001,0.731898047,-0.282898046,,,,
0.509000003,0.35657689,0.152423113,,,,
0.414059708,0.344874069,0.069185639,,,,
0.63454473,0.298492336,0.336052394,,,,
1.034291655,0.523988404,0.510303251,,,,
1.441700001,0.83760795,0.604092051,,,,
1.592166678,1.309603308,0.28256337,,,,
1.643951213,1.419705392,0.224245821,,,,
1.561454576,1.485062038,0.076392538,,,,
0.866989249,1.435478759,-0.568489509,,,,
0.897711095,0.660805786,0.236905309,,,,
0.982799983,0.772682693,0.21011729,,,,
1.033849995,0.918967194,0.114882801,,,,
1.12888236,0.87982368,0.249058681,,,,
1.002906536,0.996534866,0.00637167,,,,
1.017560949,1.045883005,-0.028322056,,,,
1.17803997,1.030851106,0.147188864,,,,
1.162542387,0.939093771,0.223448617,,,,
1.194720961,0.993489459,0.201231503,,,,
0.899786186,1.104764573,-0.204978388,,,,
0.79114545,0.814216372,-0.023070922,,,,
1.048886079,0.813727903,0.235158175,,,,
0.961068689,1.249392557,-0.288323868,,,,
0.965423327,0.866796858,0.098626469,,,,
1.08453802,0.971166727,0.113371294,,,,
0.945199995,0.997910604,-0.052710609,,,,
1.136690636,0.764437391,0.372253244,,,,
0.945917924,1.094247286,-0.148329361,,,,
0.898402689,0.909839986,-0.011437297,,,,
0.904146088,0.839084671,0.065061416,,,,
1.102709109,0.905436861,0.197272248,,,,
0.769100001,1.081430888,-0.312330887,,,,
0.942572407,0.691067694,0.251504713,,,,
0.801897714,0.968301284,-0.166403571,,,,
1.014463281,0.720348285,0.294114996,,,,
0.906562514,0.860978281,0.045584233,,,,
0.768755776,0.93259703,-0.163841254,,,,
0.892063399,0.717627225,0.174436175,,,,
0.892255339,0.709305053,0.182950286,,,,
1.011000037,0.952786073,0.058213964,,,,
0.978638883,0.874648839,0.103990044,,,,
1.10593752,0.878768649,0.227168871,,,,
0.887965326,0.965971688,-0.078006361,,,,
0.808410434,0.748576661,0.059833773,,,,
0.868941168,0.762960261,0.105980907,,,,
0.907696963,0.746669093,0.16102787,,,,
0.93569233,0.807386734,0.128305595,,,,
0.916966667,0.846002136,0.070964531,,,,
1.040660526,0.71084552,0.329815006,,,,
1.076657125,0.876924242,0.199732883,,,,
0.978466699,0.997887955,-0.019421256,,,,
0.697476179,0.889789733,-0.192313553,,,,
0.964458684,0.486685292,0.477773392,,,,
0.726417207,0.915747544,-0.189330337,,,,
0.889393779,0.590741926,0.298651853,,,,
0.953738318,0.831086694,0.122651624,,,,
1.007906076,0.877058991,0.130847085,,,,
1.014210197,1.00921221,0.004997987,,,,
0.852889567,0.865158918,-0.012269351,,,,
0.717214289,0.772316351,-0.055102062,,,,
0.859409089,0.559083747,0.300325342,,,,
0.851500015,0.808692179,0.042807836,,,,
0.59149237,0.64573894,-0.05424657,,,,
0.70488306,0.534212288,0.170670772,,,,
0.707267446,0.645963221,0.061304226,,,,
0.863436358,0.617462409,0.245973948,,,,
1.143643701,0.734280617,0.409363084,,,,
0.826393964,1.014086136,-0.187692172,,,,
1.009529433,0.804841282,0.204688151,,,,
